name,email,customer_id,customer_name,financial_status,fulfillment_status,accepts_marketing,currency,subtotal,shipping,taxes,total,discount_code,discount_amount,shipping_method,created_at,lineitem_quantity,lineitem_name,lineitem_price,lineitem_sku,lineitem_discount,billing_city,billing_province,billing_country,shipping_city,shipping_province,shipping_country,payment_method,refunded_amount,vendor,risk_level,source
#43530446635055,customer_313@example.com,313,Customer 313,,unfulfilled,yes,USD,20.0,0.0,0.0,20.0,,0.0,,2025-05-16 03:37:04 -0400,1,Sparkle*Kitty | Family-Friendly Pattern Recognition Card Games | 3-8 Players,20.0,BGZ110378,0,Bellevue,WA,US,,,,,,Breaking Games,Low,web
#43528967815215,customer_314@example.com,314,Customer 314,,unfulfilled,no,USD,25.0,10.06,2.89,37.95,,0.0,USPS Ground Advantage,2025-05-16 01:46:02 -0400,1,Circular Reasoning - The Well of Power,25.0,BGZ110349,0,Carrollton,TX,US,Carrollton,TX,US,,,Breaking Games,Low,web
#43528791687215,customer_315@example.com,315,Customer 315,,unfulfilled,yes,USD,125.0,0.0,11.1,136.1,,0.0,Standard,2025-05-16 01:22:07 -0400,5,Billionaire Banshee,25.0,BGZ1549,0,Fremont,NC,US,JAMAICA,NY,US,Shopify Payments,,Breaking Games,Low,web
#43528228208687,customer_316@example.com,316,Customer 316,,unfulfilled,yes,USD,75.0,0.0,0.0,75.0,,0.0,,2025-05-15 23:50:39 -0400,3,It Dies With Me,25.0,BGZ110356,0,,,,,,,,,Breaking Games,Low,web
#43527925596207,customer_317@example.com,317,Customer 317,,unfulfilled,yes,USD,20.0,0.0,0.0,20.0,,0.0,,2025-05-15 23:03:34 -0400,1,Sparkle*Kitty | Family-Friendly Pattern Recognition Card Games | 3-8 Players,20.0,BGZ110378,0,Bellevue,WA,US,,,,,,Breaking Games,Low,web
#43526548455471,customer_318@example.com,318,Customer 318,,unfulfilled,yes,USD,20.0,0.0,0.0,20.0,,0.0,,2025-05-15 19:06:07 -0400,1,Sparkle*Kitty | Family-Friendly Pattern Recognition Card Games | 3-8 Players,20.0,BGZ110378,0,Bellevue,WA,US,,,,,,Breaking Games,Low,web
#43523822518319,customer_319@example.com,319,Customer 319,,unfulfilled,no,USD,26.97,9.71,0.0,36.68,,0.0,Under 4lbs Fully Tracked,2025-05-15 11:06:33 -0400,1,Dwellings of Eldervale - Minotaur Mercenary Mini Expansion,9.99,BGZ115360,0,San Martin de la Vega,M,ES,San Martin de la Vega,M,ES,,,Breaking Games,Low,web
#43523822518319,customer_319@example.com,319,Customer 319,,,,,,,,,,,,2025-05-15 11:06:33 -0400,1,Dwellings of Eldervale - Shapeshifter Mercenary Mini Expansion,9.99,BGZ115834,0,,,,,,,,,Breaking Games,,
#43523822518319,customer_319@example.com,319,Customer 319,,,,,,,,,,,,2025-05-15 11:06:33 -0400,1,Dwellings of Eldervale - Oracle Hex Tile,6.99,BGZ115833,0,,,,,,,,,Breaking Games,,
#43521934688303,customer_320@example.com,320,Customer 320,,unfulfilled,yes,USD,30.0,0.0,0.0,30.0,,0.0,,2025-05-15 07:03:03 -0400,3,Suddenly Drunk: Gross Expansion,10.0,BGZ110105,0,,,,,,,,,Breaking Games,Low,web
#43521932427311,customer_321@example.com,321,Customer 321,,unfulfilled,yes,USD,20.0,0.0,0.0,20.0,,0.0,,2025-05-15 07:01:35 -0400,1,Sparkle*Kitty | Family-Friendly Pattern Recognition Card Games | 3-8 Players,20.0,BGZ110378,0,Bellevue,WA,US,,,,,,Breaking Games,Low,web
#43521524891695,customer_322@example.com,322,Customer 322,,unfulfilled,yes,USD,20.0,0.0,0.0,20.0,,0.0,,2025-05-15 05:49:07 -0400,1,Sparkle*Kitty | Family-Friendly Pattern Recognition Card Games | 3-8 Players,20.0,BGZ110378,0,Bellevue,WA,US,,,,,,Breaking Games,Low,web
#43521285816367,customer_323@example.com,323,Customer 323,,unfulfilled,yes,USD,20.0,0.0,0.0,20.0,,0.0,,2025-05-15 05:08:03 -0400,1,Sparkle*Kitty | Family-Friendly Pattern Recognition Card Games | 3-8 Players,20.0,BGZ110378,0,Bellevue,WA,US,,,,,,Breaking Games,Low,web
#43521205305391,customer_324@example.com,324,Customer 324,,unfulfilled,yes,USD,20.0,0.0,0.0,20.0,,0.0,,2025-05-15 04:52:32 -0400,1,Sparkle*Kitty | Family-Friendly Pattern Recognition Card Games | 3-8 Players,20.0,BGZ110378,0,Bellevue,WA,US,,,,,,Breaking Games,Low,web
#43519553929263,customer_325@example.com,325,Customer 325,,unfulfilled,yes,USD,20.0,0.0,0.0,20.0,,0.0,,2025-05-14 23:40:03 -0400,1,Sparkle*Kitty | Family-Friendly Pattern Recognition Card Games | 3-8 Players,20.0,BGZ110378,0,Bellevue,WA,US,,,,,,Breaking Games,Low,web
#43519300010031,customer_326@example.com,326,Customer 326,,unfulfilled,yes,USD,20.0,0.0,0.0,20.0,,0.0,,2025-05-14 22:58:06 -0400,1,Sparkle*Kitty | Family-Friendly Pattern Recognition Card Games | 3-8 Players,20.0,BGZ110378,0,Bellevue,WA,US,,,,,,Breaking Games,Low,web
#43519011291183,customer_327@example.com,327,Customer 327,,unfulfilled,yes,USD,20.0,0.0,0.0,20.0,,0.0,,2025-05-14 22:09:02 -0400,1,Sparkle*Kitty | Family-Friendly Pattern Recognition Card Games | 3-8 Players,20.0,BGZ110378,0,Bellevue,WA,US,,,,,,Breaking Games,Low,web
#43518760288303,customer_328@example.com,328,Customer 328,,unfulfilled,yes,USD,20.0,0.0,0.0,20.0,,0.0,,2025-05-14 21:25:35 -0400,1,Sparkle*Kitty | Family-Friendly Pattern Recognition Card Games | 3-8 Players,20.0,BGZ110378,0,Bellevue,WA,US,,,,,,Breaking Games,Low,web
#43518475239471,customer_329@example.com,329,Customer 329,,unfulfilled,yes,USD,20.0,0.0,0.0,20.0,,0.0,,2025-05-14 20:35:32 -0400,1,Sparkle*Kitty | Family-Friendly Pattern Recognition Card Games | 3-8 Players,20.0,BGZ110378,0,Bellevue,WA,US,,,,,,Breaking Games,Low,web
#43518178426927,customer_330@example.com,330,Customer 330,,unfulfilled,yes,USD,20.0,0.0,0.0,20.0,,0.0,,2025-05-14 19:41:01 -0400,1,Sparkle*Kitty | Family-Friendly Pattern Recognition Card Games | 3-8 Players,20.0,BGZ110378,0,Bellevue,WA,US,,,,,,Breaking Games,Low,web
#43517965303855,customer_331@example.com,331,Customer 331,,unfulfilled,yes,USD,20.0,0.0,0.0,20.0,,0.0,,2025-05-14 19:03:34 -0400,2,POOP: Public Restroom Edition | Family Friendly Card Game | 2-5 Players,10.0,BGZ1005,0,,,,,,,,,Breaking Games,Low,web
#43517922803759,customer_332@example.com,332,Customer 332,,unfulfilled,yes,USD,20.0,0.0,0.0,20.0,,0.0,,2025-05-14 18:54:07 -0400,1,Sparkle*Kitty | Family-Friendly Pattern Recognition Card Games | 3-8 Players,20.0,BGZ110378,0,Bellevue,WA,US,,,,,,Breaking Games,Low,web
#43517680975919,customer_333@example.com,333,Customer 333,,unfulfilled,yes,USD,20.0,0.0,0.0,20.0,,0.0,,2025-05-14 18:07:32 -0400,1,Sparkle*Kitty | Family-Friendly Pattern Recognition Card Games | 3-8 Players,20.0,BGZ110378,0,Bellevue,WA,US,,,,,,Breaking Games,Low,web
#43517444554799,customer_334@example.com,334,Customer 334,,unfulfilled,yes,USD,20.0,0.0,0.0,20.0,,0.0,,2025-05-14 17:22:30 -0400,1,Sparkle*Kitty | Family-Friendly Pattern Recognition Card Games | 3-8 Players,20.0,BGZ110378,0,Bellevue,WA,US,,,,,,Breaking Games,Low,web
#43517117530159,customer_335@example.com,335,Customer 335,,unfulfilled,yes,USD,20.0,0.0,0.0,20.0,,0.0,,2025-05-14 16:25:31 -0400,1,Sparkle*Kitty | Family-Friendly Pattern Recognition Card Games | 3-8 Players,20.0,BGZ110378,0,Bellevue,WA,US,,,,,,Breaking Games,Low,web
#43516856500271,customer_336@example.com,336,Customer 336,,unfulfilled,yes,USD,75.0,0.0,0.0,75.0,,0.0,,2025-05-14 15:43:03 -0400,3,Rise of Tribes - Deluxe Upgrade (Base Game Required),25.0,BGZ110348,0,,,,,,,,,Breaking Games,Low,web
#43516861743151,customer_337@example.com,337,Customer 337,,unfulfilled,yes,USD,20.0,0.0,0.0,20.0,,0.0,,2025-05-14 15:42:34 -0400,1,Sparkle*Kitty | Family-Friendly Pattern Recognition Card Games | 3-8 Players,20.0,BGZ110378,0,Bellevue,WA,US,,,,,,Breaking Games,Low,web
#43516545826863,customer_338@example.com,338,Customer 338,,unfulfilled,yes,USD,20.0,0.0,0.0,20.0,,0.0,,2025-05-14 14:49:31 -0400,1,Sparkle*Kitty | Family-Friendly Pattern Recognition Card Games | 3-8 Players,20.0,BGZ110378,0,Bellevue,WA,US,,,,,,Breaking Games,Low,web
#43516315533359,customer_339@example.com,339,Customer 339,,unfulfilled,yes,USD,30.0,0.0,0.0,30.0,,0.0,,2025-05-14 14:10:06 -0400,3,POOP: Kawaii Edition | Family Friendly Card Game | 2-5 Players,10.0,BGZ110343,0,,,,,,,,,Breaking Games,Low,web
#43516050407471,customer_340@example.com,340,Customer 340,,unfulfilled,yes,USD,150.0,0.0,0.0,150.0,,0.0,,2025-05-14 13:25:06 -0400,3,Rise of Tribes - Standard Edition,50.0,BGZ110288,0,,,,,,,,,Breaking Games,Low,web
#43516011675695,customer_341@example.com,341,Customer 341,,unfulfilled,yes,USD,20.0,0.0,0.0,20.0,,0.0,,2025-05-14 13:17:31 -0400,1,Sparkle*Kitty | Family-Friendly Pattern Recognition Card Games | 3-8 Players,20.0,BGZ110378,0,Bellevue,WA,US,,,,,,Breaking Games,Low,web
#43515973107759,customer_342@example.com,342,Customer 342,,unfulfilled,yes,USD,60.0,0.0,0.0,60.0,,0.0,,2025-05-14 13:11:34 -0400,6,POOP: Party Pooper Edition | Family Friendly Card Game | 2-5 Players,10.0,BGZ1002,0,,,,,,,,,Breaking Games,Low,web
#43515736850479,customer_343@example.com,343,Customer 343,,unfulfilled,yes,USD,20.0,0.0,0.0,20.0,,0.0,,2025-05-14 12:31:32 -0400,1,Sparkle*Kitty | Family-Friendly Pattern Recognition Card Games | 3-8 Players,20.0,BGZ110378,0,Bellevue,WA,US,,,,,,Breaking Games,Low,web
#43515440693295,customer_344@example.com,344,Customer 344,,unfulfilled,yes,USD,20.0,0.0,0.0,20.0,,0.0,,2025-05-14 11:43:03 -0400,1,Sparkle*Kitty | Family-Friendly Pattern Recognition Card Games | 3-8 Players,20.0,BGZ110378,0,Bellevue,WA,US,,,,,,Breaking Games,Low,web
#43515119370287,customer_345@example.com,345,Customer 345,,unfulfilled,yes,USD,20.0,0.0,0.0,20.0,,0.0,,2025-05-14 10:55:31 -0400,1,Sparkle*Kitty | Family-Friendly Pattern Recognition Card Games | 3-8 Players,20.0,BGZ110378,0,Bellevue,WA,US,,,,,,Breaking Games,Low,web
#43514806140975,customer_346@example.com,346,Customer 346,,unfulfilled,yes,USD,20.0,0.0,0.0,20.0,,0.0,,2025-05-14 10:08:31 -0400,1,Sparkle*Kitty | Family-Friendly Pattern Recognition Card Games | 3-8 Players,20.0,BGZ110378,0,Bellevue,WA,US,,,,,,Breaking Games,Low,web
#43514773569583,customer_347@example.com,347,Customer 347,,unfulfilled,yes,USD,30.0,0.0,0.0,30.0,,0.0,,2025-05-14 10:05:38 -0400,3,Suddenly Stoned,10.0,BGZ110265,0,,,,,,,,,Breaking Games,Low,web
#43514490519599,customer_348@example.com,348,Customer 348,,unfulfilled,yes,USD,20.0,0.0,0.0,20.0,,0.0,,2025-05-14 09:22:01 -0400,1,Sparkle*Kitty | Family-Friendly Pattern Recognition Card Games | 3-8 Players,20.0,BGZ110378,0,Bellevue,WA,US,,,,,,Breaking Games,Low,web
#43514216775727,customer_349@example.com,349,Customer 349,,unfulfilled,yes,USD,20.0,0.0,0.0,20.0,,0.0,,2025-05-14 08:34:33 -0400,1,Sparkle*Kitty | Family-Friendly Pattern Recognition Card Games | 3-8 Players,20.0,BGZ110378,0,Bellevue,WA,US,,,,,,Breaking Games,Low,web
#43513945751599,customer_350@example.com,350,Customer 350,,unfulfilled,yes,USD,50.0,0.0,0.0,50.0,,0.0,,2025-05-14 07:51:05 -0400,5,POOP: Public Restroom Edition | Family Friendly Card Game | 2-5 Players,10.0,BGZ1005,0,,,,,,,,,Breaking Games,Low,web
#43513915998255,customer_351@example.com,351,Customer 351,,unfulfilled,yes,USD,20.0,0.0,0.0,20.0,,0.0,,2025-05-14 07:42:32 -0400,1,Sparkle*Kitty | Family-Friendly Pattern Recognition Card Games | 3-8 Players,20.0,BGZ110378,0,Bellevue,WA,US,,,,,,Breaking Games,Low,web
#43513680592943,customer_352@example.com,352,Customer 352,,unfulfilled,yes,USD,100.0,0.0,0.0,100.0,,0.0,,2025-05-14 07:04:04 -0400,5,Poop: Brown Bag Combo | Family Friendly Card Game | 2-10 Players,20.0,BGZ115886,0,,,,,,,,,Breaking Games,Low,web
#43513644548143,customer_353@example.com,353,Customer 353,,unfulfilled,yes,USD,20.0,0.0,0.0,20.0,,0.0,,2025-05-14 06:56:09 -0400,1,Sparkle*Kitty | Family-Friendly Pattern Recognition Card Games | 3-8 Players,20.0,BGZ110378,0,Bellevue,WA,US,,,,,,Breaking Games,Low,web
#43513390465071,customer_354@example.com,354,Customer 354,,unfulfilled,yes,USD,20.0,0.0,0.0,20.0,,0.0,,2025-05-14 06:08:09 -0400,1,Sparkle*Kitty | Family-Friendly Pattern Recognition Card Games | 3-8 Players,20.0,BGZ110378,0,Bellevue,WA,US,,,,,,Breaking Games,Low,web
#43513260605487,customer_355@example.com,355,Customer 355,,unfulfilled,yes,USD,20.0,0.0,0.0,20.0,,0.0,,2025-05-14 05:43:38 -0400,1,Sparkle*Kitty | Family-Friendly Pattern Recognition Card Games | 3-8 Players,20.0,BGZ110378,0,Bellevue,WA,US,,,,,,Breaking Games,Low,web
#43513024970799,customer_356@example.com,356,Customer 356,,unfulfilled,yes,USD,20.0,0.0,0.0,20.0,,0.0,,2025-05-14 04:59:38 -0400,1,Sparkle*Kitty | Family-Friendly Pattern Recognition Card Games | 3-8 Players,20.0,BGZ110378,0,Bellevue,WA,US,,,,,,Breaking Games,Low,web
#43512871845935,customer_357@example.com,357,Customer 357,,unfulfilled,yes,USD,75.0,0.0,0.0,75.0,,0.0,,2025-05-14 04:33:33 -0400,5,The Stars Align,15.0,BGZ110453,0,,,,,,,,,Breaking Games,Low,web
#43512798576687,customer_358@example.com,358,Customer 358,,unfulfilled,yes,USD,20.0,0.0,0.0,20.0,,0.0,,2025-05-14 04:16:32 -0400,1,Sparkle*Kitty | Family-Friendly Pattern Recognition Card Games | 3-8 Players,20.0,BGZ110378,0,Bellevue,WA,US,,,,,,Breaking Games,Low,web
#43512547344431,customer_359@example.com,359,Customer 359,,unfulfilled,yes,USD,60.0,0.0,0.0,60.0,,0.0,,2025-05-14 03:35:07 -0400,6,Suddenly Stoned,10.0,BGZ110265,0,,,,,,,,,Breaking Games,Low,web
#43512521981999,customer_360@example.com,360,Customer 360,,unfulfilled,yes,USD,20.0,0.0,0.0,20.0,,0.0,,2025-05-14 03:27:06 -0400,1,Sparkle*Kitty | Family-Friendly Pattern Recognition Card Games | 3-8 Players,20.0,BGZ110378,0,Bellevue,WA,US,,,,,,Breaking Games,Low,web
#43512516214831,customer_361@example.com,361,Customer 361,,unfulfilled,yes,USD,50.0,0.0,0.0,50.0,,0.0,,2025-05-14 03:27:02 -0400,2,Hypothetically Fun,25.0,BGZ110454,0,,,,,,,,,Breaking Games,Low,web
#43511203266607,customer_362@example.com,362,Customer 362,,unfulfilled,yes,USD,69.99,29.67,0.0,99.66,,0.0,FedEx International Connect Plus®,2025-05-13 23:19:00 -0400,1,Dwellings of Eldervale - LEGENDARY Upgrade Kit,69.99,BGZ115836,0,Lane Cove,NSW,AU,Lane Cove,NSW,AU,,,Breaking Games,Low,web
#43511110598703,customer_363@example.com,363,Customer 363,,unfulfilled,yes,USD,60.0,0.0,0.0,60.0,,0.0,,2025-05-13 23:01:06 -0400,6,Suddenly Stoned,10.0,BGZ110265,0,,,,,,,,,Breaking Games,Low,web
#43511089135663,customer_364@example.com,364,Customer 364,,unfulfilled,yes,USD,20.0,0.0,0.0,20.0,,0.0,,2025-05-13 22:56:32 -0400,1,Sparkle*Kitty | Family-Friendly Pattern Recognition Card Games | 3-8 Players,20.0,BGZ110378,0,Bellevue,WA,US,,,,,,Breaking Games,Low,web
#43507144556591,customer_365@example.com,365,Customer 365,,unfulfilled,yes,USD,90.0,0.0,0.0,90.0,,0.0,,2025-05-13 11:36:34 -0400,3,Convert: The Game,30.0,BGZ110663,0,,,,,,,,,Breaking Games,Low,web
#43506889457711,customer_366@example.com,366,Customer 366,,unfulfilled,yes,USD,30.0,0.0,0.0,30.0,,0.0,,2025-05-13 10:54:35 -0400,3,Suddenly Drunk: Gross Expansion,10.0,BGZ110105,0,,,,,,,,,Breaking Games,Low,web
#43506896928815,customer_367@example.com,367,Customer 367,,unfulfilled,yes,USD,20.0,0.0,0.0,20.0,,0.0,,2025-05-13 10:54:02 -0400,1,Sparkle*Kitty | Family-Friendly Pattern Recognition Card Games | 3-8 Players,20.0,BGZ110378,0,Bellevue,WA,US,,,,,,Breaking Games,Low,web
#43505137090607,customer_368@example.com,368,Customer 368,,unfulfilled,yes,USD,135.0,0.0,0.0,135.0,,0.0,,2025-05-13 07:00:31 -0400,3,Asking For Trobils | Worker Placement Strategy Game | 2-7 Players,45.0,BGZ1343,0,,,,,,,,,Breaking Games,Low,web
#43505109925935,customer_369@example.com,369,Customer 369,,unfulfilled,yes,USD,45.0,0.0,0.0,45.0,,0.0,,2025-05-13 06:58:09 -0400,3,The Stars Align,15.0,BGZ110453,0,,,,,,,,,Breaking Games,Low,web
#43505095442479,customer_370@example.com,370,Customer 370,,unfulfilled,yes,USD,150.0,0.0,0.0,150.0,,0.0,,2025-05-13 06:57:35 -0400,3,Rise of Tribes - Standard Edition,50.0,BGZ110288,0,,,,,,,,,Breaking Games,Low,web
#43505112481839,customer_371@example.com,371,Customer 371,,unfulfilled,yes,USD,20.0,0.0,0.0,20.0,,0.0,,2025-05-13 06:57:06 -0400,1,Sparkle*Kitty | Family-Friendly Pattern Recognition Card Games | 3-8 Players,20.0,BGZ110378,0,Bellevue,WA,US,,,,,,Breaking Games,Low,web
#43499264278575,customer_372@example.com,372,Customer 372,,unfulfilled,yes,USD,20.0,0.0,0.0,20.0,,0.0,,2025-05-12 15:02:34 -0400,1,Sparkle*Kitty | Family-Friendly Pattern Recognition Card Games | 3-8 Players,20.0,BGZ110378,0,Bellevue,WA,US,,,,,,Breaking Games,Low,web
#43497293053999,customer_373@example.com,373,Customer 373,,unfulfilled,yes,USD,69.99,19.48,0.0,89.47,,0.0,Under 4lbs Fully Tracked,2025-05-12 09:41:07 -0400,1,Dwellings of Eldervale - LEGENDARY Upgrade Kit,69.99,BGZ115836,0,Retford,ENG,GB,Retford,ENG,GB,,,Breaking Games,Low,web
#43495542259759,customer_374@example.com,374,Customer 374,,unfulfilled,yes,USD,20.0,0.0,2.04,29.2,,0.0,,2025-05-12 03:56:34 -0400,2,Suddenly Drunk: Gross Expansion,10.0,BGZ110105,0,,,,,,,,,Breaking Games,Low,web
#43493081710639,customer_375@example.com,375,Customer 375,,unfulfilled,yes,USD,53.99,24.29,0.0,78.28,WELCOME10,6.0,FedEx International Connect Plus®,2025-05-11 19:53:30 -0400,1,Flick Wars - Tabletop Dexterity Combat Game with 3D Terrain,59.99,BGZ110986,0,Laval,QC,CA,Laval,QC,CA,,,Breaking Games,Low,web
#43492919345199,customer_376@example.com,376,Customer 376,,unfulfilled,yes,USD,75.0,0.0,0.0,75.0,,0.0,,2025-05-11 19:22:00 -0400,3,Rise of Tribes - Deluxe Upgrade (Base Game Required),25.0,BGZ110348,0,,,,,,,,,Breaking Games,Low,web
#43490095333423,customer_377@example.com,377,Customer 377,,unfulfilled,no,USD,20.0,10.06,1.26,31.32,,0.0,USPS Ground Advantage,2025-05-11 17:44:31 -0400,1,Poop: Brown Bag Combo | Family Friendly Card Game | 2-10 Players,20.0,BGZ115886,0,Madison,SD,US,Madison,SD,US,,,Breaking Games,Low,web
#43490512863279,customer_378@example.com,378,Customer 378,,unfulfilled,yes,USD,40.0,0.0,4.08,44.08,,0.0,,2025-05-11 12:02:02 -0400,2,Infinite Jonathans,20.0,BGZ111544,0,,,,,,,,,Breaking Games,Low,web
#43490374352943,customer_379@example.com,379,Customer 379,,unfulfilled,yes,USD,210.0,0.0,0.0,210.0,,0.0,,2025-05-11 11:37:31 -0400,6,We're Doomed!,35.0,BGZ110345,0,,,,,,,,,Breaking Games,Low,web
#43490354167855,customer_380@example.com,380,Customer 380,,unfulfilled,yes,USD,20.0,0.0,0.0,20.0,,0.0,,2025-05-11 11:33:06 -0400,1,Sparkle*Kitty | Family-Friendly Pattern Recognition Card Games | 3-8 Players,20.0,BGZ110378,0,Bellevue,WA,US,,,,,,Breaking Games,Low,web
#43490104475695,customer_381@example.com,381,Customer 381,,unfulfilled,yes,USD,20.0,0.0,0.0,20.0,,0.0,,2025-05-11 10:48:02 -0400,1,Sparkle*Kitty | Family-Friendly Pattern Recognition Card Games | 3-8 Players,20.0,BGZ110378,0,Bellevue,WA,US,,,,,,Breaking Games,Low,web
#43488924925999,customer_382@example.com,382,Customer 382,,unfulfilled,yes,USD,75.0,0.0,0.0,75.0,,0.0,,2025-05-11 07:12:07 -0400,3,Trellis,25.0,BGZ110039,0,,,,,,,,,Breaking Games,Low,web
#43486782029871,customer_383@example.com,383,Customer 383,,unfulfilled,yes,USD,30.0,0.0,0.0,30.0,,0.0,,2025-05-10 23:47:30 -0400,3,POOP: Kawaii Edition | Family Friendly Card Game | 2-5 Players,10.0,BGZ110343,0,,,,,,,,,Breaking Games,Low,web
#43486772330543,customer_384@example.com,384,Customer 384,,unfulfilled,yes,USD,20.0,0.0,0.0,20.0,,0.0,,2025-05-10 23:44:06 -0400,1,Sparkle*Kitty | Family-Friendly Pattern Recognition Card Games | 3-8 Players,20.0,BGZ110378,0,Bellevue,WA,US,,,,,,Breaking Games,Low,web
#43486738120751,customer_385@example.com,385,Customer 385,,unfulfilled,yes,USD,150.0,0.0,0.0,150.0,,0.0,,2025-05-10 23:38:01 -0400,3,Rise of Tribes - Standard Edition,50.0,BGZ110288,0,,,,,,,,,Breaking Games,Low,web
#43486572019759,customer_386@example.com,386,Customer 386,,unfulfilled,yes,USD,75.0,0.0,0.0,75.0,,0.0,,2025-05-10 23:07:32 -0400,3,Aura,25.0,BGZ110019,0,,,,,,,,,Breaking Games,Low,web
#43486533943343,customer_387@example.com,387,Customer 387,,unfulfilled,yes,USD,30.0,0.0,0.0,30.0,,0.0,,2025-05-10 22:59:36 -0400,3,Suddenly Stoned,10.0,BGZ110265,0,,,,,,,,,Breaking Games,Low,web
#43486526963759,customer_388@example.com,388,Customer 388,,unfulfilled,yes,USD,120.0,0.0,0.0,120.0,,0.0,,2025-05-10 22:57:01 -0400,6,MIXTAPE,20.0,BGZ110347,0,,,,,,,,,Breaking Games,Low,web
#43486126768175,customer_389@example.com,389,Customer 389,,unfulfilled,yes,USD,75.0,0.0,0.0,75.0,,0.0,,2025-05-10 21:39:06 -0400,3,Mansplaining | Family Party Card Game | 2+ Players,25.0,BGZ116250,0,,,,,,,,,Breaking Games,Low,web
#43485627449391,customer_390@example.com,390,Customer 390,,unfulfilled,yes,USD,25.0,0.0,2.56,39.9,,0.0,,2025-05-10 19:57:05 -0400,1,Hypothetically Fun,25.0,BGZ110454,0,,,,,,,,,Breaking Games,Low,web
#43481168773167,customer_391@example.com,391,Customer 391,,unfulfilled,yes,USD,39.98,0.0,4.08,44.06,,0.0,,2025-05-10 08:05:02 -0400,2,We're Doomed: Meritocracy Expansion Pack | Party Game | 4-12 Players,19.99,BGZ117683,0,,,,,,,,,Breaking Games,Low,web
#43480511381551,customer_392@example.com,392,Customer 392,,unfulfilled,yes,USD,9.99,23.72,0.0,33.71,,0.0,FedEx International Connect Plus®,2025-05-10 06:14:06 -0400,1,Dwellings of Eldervale - Minotaur Mercenary Mini Expansion,9.99,BGZ115360,0,Paphos,,CY,Paphos,,CY,,,Breaking Games,Low,web
#43473687314479,customer_393@example.com,393,Customer 393,,unfulfilled,yes,USD,12.99,5.95,0.8,19.74,,0.0,USPS Ground Advantage,2025-05-09 12:56:09 -0400,1,Rise of Tribes: The Vul'Keth Invasion Expansion (Base Game Required),12.99,BGZ111558,0,Manchester,MO,US,Manchester,MO,US,,,Breaking Games,Low,web
#43472093347887,customer_394@example.com,394,Customer 394,,unfulfilled,yes,USD,35.0,0.0,3.58,38.58,,0.0,,2025-05-09 10:04:06 -0400,1,We're Doomed!,35.0,BGZ110345,0,,,,,,,,,Breaking Games,Low,web
#43468520554543,customer_395@example.com,395,Customer 395,,unfulfilled,yes,USD,60.0,0.0,0.0,60.0,,0.0,,2025-05-09 00:11:33 -0400,6,Suddenly Drunk: Gross Expansion,10.0,BGZ110105,0,,,,,,,,,Breaking Games,Low,web
#43468356059183,customer_396@example.com,396,Customer 396,,unfulfilled,yes,USD,20.0,0.0,0.0,20.0,,0.0,,2025-05-08 23:41:30 -0400,1,Sparkle*Kitty | Family-Friendly Pattern Recognition Card Games | 3-8 Players,20.0,BGZ110378,0,Bellevue,WA,US,,,,,,Breaking Games,Low,web
#43468078612527,customer_397@example.com,397,Customer 397,,unfulfilled,yes,USD,20.0,0.0,0.0,20.0,,0.0,,2025-05-08 22:56:33 -0400,1,Sparkle*Kitty | Family-Friendly Pattern Recognition Card Games | 3-8 Players,20.0,BGZ110378,0,Bellevue,WA,US,,,,,,Breaking Games,Low,web
#43468060131375,customer_398@example.com,398,Customer 398,,unfulfilled,yes,USD,135.0,0.0,0.0,135.0,,0.0,,2025-05-08 22:54:33 -0400,3,Asking For Trobils | Worker Placement Strategy Game | 2-7 Players,45.0,BGZ1343,0,,,,,,,,,Breaking Games,Low,web
#43467813126191,customer_399@example.com,399,Customer 399,,unfulfilled,yes,USD,20.0,0.0,0.0,20.0,,0.0,,2025-05-08 22:10:31 -0400,1,Sparkle*Kitty | Family-Friendly Pattern Recognition Card Games | 3-8 Players,20.0,BGZ110378,0,Bellevue,WA,US,,,,,,Breaking Games,Low,web
#43467492229167,customer_400@example.com,400,Customer 400,,unfulfilled,yes,USD,20.0,0.0,0.0,20.0,,0.0,,2025-05-08 21:18:31 -0400,1,Sparkle*Kitty | Family-Friendly Pattern Recognition Card Games | 3-8 Players,20.0,BGZ110378,0,Bellevue,WA,US,,,,,,Breaking Games,Low,web
#43467178803247,customer_401@example.com,401,Customer 401,,unfulfilled,yes,USD,20.0,0.0,0.0,20.0,,0.0,,2025-05-08 20:27:04 -0400,1,Sparkle*Kitty | Family-Friendly Pattern Recognition Card Games | 3-8 Players,20.0,BGZ110378,0,Bellevue,WA,US,,,,,,Breaking Games,Low,web
#43467149770799,customer_402@example.com,402,Customer 402,,unfulfilled,yes,USD,75.0,0.0,0.0,75.0,,0.0,,2025-05-08 20:23:03 -0400,3,Rise of Tribes - Deluxe Upgrade (Base Game Required),25.0,BGZ110348,0,,,,,,,,,Breaking Games,Low,web
#43466916397103,customer_403@example.com,403,Customer 403,,unfulfilled,yes,USD,125.0,0.0,0.0,125.0,,0.0,,2025-05-08 19:44:02 -0400,5,Trellis,25.0,BGZ110039,0,,,,,,,,,Breaking Games,Low,web
#43466917150767,customer_404@example.com,404,Customer 404,,unfulfilled,yes,USD,60.0,0.0,0.0,60.0,,0.0,,2025-05-08 19:41:00 -0400,6,The Mandela Effect Game,10.0,BGZ110764,0,,,,,,,,,Breaking Games,Low,web
